Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
751-000542,A,Yangon,Member,Female,Health and beauty,287.22,7,0.0848,2181.03,28/01/2023,18:45:48,Credit card,1292.04,40.76,888.99,9.3
751-000543,A,Mandalay,Member,Female,Home and lifestyle,262.09,7,0.0548,1935.17,28/01/2023,21:13:48,Cash,1138.27,41.18,796.9,7.8
751-000544,B,Mandalay,Member,Female,Health and beauty,51.68,8,0.0637,439.78,29/01/2023,13:43:15,E wallet,186.33,57.63,253.45,4.4
751-000545,A,Naypyidaw,Member,Male,Sports and outdoors,278.95,1,0.066,297.36,29/01/2023,00:12:37,Cash,172.91,41.85,124.45,5.5
751-000546,A,Naypyidaw,Member,Female,Sports and outdoors,196.19,5,0.0882,1067.47,31/01/2023,16:11:54,Credit card,333.48,68.76,733.99,8.8
751-000547,C,Yangon,Member,Male,Electronic accessories,307.5,2,0.0901,670.41,31/01/2023,18:37:38,Cash,373.69,44.26,296.72,5.0
751-000548,A,Naypyidaw,Member,Male,Book and media,200.48,2,0.0693,428.75,01/02/2023,00:32:28,E wallet,218.06,49.14,210.69,8.2
751-000549,B,Yangon,Member,Male,Electronic accessories,127.75,1,0.0709,136.81,01/02/2023,04:05:30,E wallet,48.32,64.68,88.49,8.7
751-000550,B,Yangon,Normal,Male,Food and beverages,56.53,5,0.0522,297.4,02/02/2023,15:30:24,Credit card,158.93,46.56,138.47,6.0
751-000551,A,Naypyidaw,Member,Male,Sports and outdoors,164.31,2,0.0645,349.82,02/02/2023,15:45:32,Credit card,184.39,47.29,165.43,5.9
751-000552,C,Yangon,Normal,Female,Electronic accessories,57.36,4,0.0726,246.1,02/02/2023,12:51:09,Credit card,100.24,59.27,145.86,7.3
751-000553,C,Mandalay,Member,Female,Health and beauty,96.68,3,0.0558,306.22,04/02/2023,09:40:30,Credit card,158.38,48.28,147.84,9.2
751-000554,A,Naypyidaw,Member,Female,Book and media,493.79,3,0.0727,1589.07,05/02/2023,12:02:58,Cash,849.83,46.52,739.24,5.3
751-000555,A,Mandalay,Member,Female,Book and media,227.61,2,0.0927,497.42,05/02/2023,17:51:33,Cash,260.5,47.63,236.92,9.6
751-000556,B,Naypyidaw,Member,Male,Home and lifestyle,270.62,6,0.0791,1752.16,05/02/2023,16:27:18,E wallet,793.38,54.72,958.78,7.6
751-000557,A,Yangon,Normal,Female,Health and beauty,438.07,2,0.0539,923.36,05/02/2023,22:44:31,Credit card,286.43,68.98,636.93,10.0
751-000558,C,Naypyidaw,Member,Female,Home and lifestyle,497.83,8,0.0596,4220.01,06/02/2023,12:32:33,Credit card,1478.27,64.97,2741.74,4.5
751-000559,A,Mandalay,Member,Male,Electronic accessories,295.53,8,0.0737,2538.48,06/02/2023,00:55:04,Cash,1306.3,48.54,1232.18,4.8
751-000560,B,Yangon,Normal,Male,Clothing and accessories,408.11,5,0.0681,2179.51,07/02/2023,02:06:23,Credit card,1070.14,50.9,1109.37,9.0
751-000561,B,Naypyidaw,Normal,Female,Food and beverages,170.2,7,0.0679,1272.3,07/02/2023,21:44:22,E wallet,586.02,53.94,686.28,9.2
751-000562,B,Naypyidaw,Member,Female,Health and beauty,159.81,4,0.0765,688.14,07/02/2023,17:31:55,E wallet,210.78,69.37,477.36,6.7
751-000563,B,Naypyidaw,Normal,Male,Health and beauty,207.32,1,0.0792,223.74,08/02/2023,20:06:32,Credit card,122.68,45.17,101.06,8.3
751-000564,B,Mandalay,Normal,Female,Health and beauty,339.53,2,0.0898,740.04,09/02/2023,04:48:27,E wallet,364.69,50.72,375.35,9.2
751-000565,A,Mandalay,Normal,Female,Home and lifestyle,344.27,4,0.067,1469.34,09/02/2023,07:14:51,E wallet,560.11,61.88,909.23,4.3
751-000566,A,Naypyidaw,Member,Female,Electronic accessories,164.47,1,0.0903,179.32,11/02/2023,03:33:04,Cash,55.73,68.92,123.59,7.4
751-000567,A,Yangon,Member,Female,Health and beauty,75.27,8,0.0669,642.44,11/02/2023,00:56:04,E wallet,355.46,44.67,286.98,9.1
751-000568,A,Yangon,Member,Male,Clothing and accessories,319.87,9,0.0528,3030.83,12/02/2023,05:33:57,Credit card,1611.8,46.82,1419.03,6.4
751-000569,B,Mandalay,Normal,Male,Health and beauty,72.88,4,0.0777,314.17,12/02/2023,00:03:38,Credit card,167.23,46.77,146.94,5.8
751-000570,C,Yangon,Member,Male,Book and media,293.46,3,0.0794,950.28,13/02/2023,21:25:32,E wallet,564.18,40.63,386.1,8.8
751-000571,A,Mandalay,Normal,Female,Food and beverages,349.78,2,0.0967,767.21,14/02/2023,00:07:19,Credit card,321.31,58.12,445.9,6.0
751-000572,C,Naypyidaw,Member,Female,Book and media,353.3,5,0.0863,1918.95,15/02/2023,15:20:44,Cash,765.28,60.12,1153.67,4.0
751-000573,A,Mandalay,Member,Female,Book and media,379.2,3,0.0959,1246.7,17/02/2023,22:55:25,E wallet,522.62,58.08,724.08,9.8
751-000574,A,Mandalay,Normal,Female,Food and beverages,437.7,7,0.0954,3356.2,18/02/2023,22:17:30,E wallet,1941.9,42.14,1414.3,7.6
751-000575,C,Naypyidaw,Member,Female,Clothing and accessories,254.98,6,0.0802,1652.58,19/02/2023,19:41:11,E wallet,957.17,42.08,695.41,8.9
751-000576,B,Yangon,Normal,Male,Electronic accessories,367.82,1,0.0764,395.92,19/02/2023,00:41:08,Credit card,212.57,46.31,183.35,9.0
751-000577,A,,Normal,Female,Book and media,313.39,8,0.0779,2702.42,19/02/2023,02:50:25,Credit card,1386.07,48.71,1316.35,4.4
751-000578,A,Mandalay,Member,Female,Electronic accessories,101.45,2,0.0989,222.97,20/02/2023,08:41:50,E wallet,81.16,63.6,141.81,5.0
751-000579,A,Naypyidaw,Normal,Male,Book and media,22.59,5,0.0887,122.97,21/02/2023,15:23:49,Credit card,67.9,44.78,55.07,5.9
751-000580,C,Yangon,Member,Female,Sports and outdoors,149.43,9,0.0553,1419.24,22/02/2023,13:02:33,Credit card,832.81,41.32,586.43,5.9
751-000581,B,Mandalay,Member,Male,Food and beverages,227.09,8,0.0889,1978.23,23/02/2023,00:49:23,E wallet,953.11,51.82,1025.12,8.0
751-000582,C,Naypyidaw,Normal,Male,Book and media,312.38,2,0.0585,661.31,24/02/2023,08:12:01,E wallet,314.19,52.49,347.12,7.7
751-000583,C,Mandalay,Member,Male,Sports and outdoors,426.48,45,0.0724,41162.1,24/02/2023,06:47:20,Credit card,1912.8,53.53,2203.41,7.0
751-000584,B,Naypyidaw,Normal,Male,Home and lifestyle,106.16,5,0.0605,562.91,26/02/2023,18:24:46,E wallet,198.09,64.81,364.82,5.3
751-000585,C,Yangon,Member,Male,Sports and outdoors,71.52,6,0.0845,465.38,26/02/2023,21:10:32,E wallet,265.55,42.94,199.83,6.3
751-000586,B,Yangon,Member,Female,Health and beauty,482.11,3,0.0939,1582.14,26/02/2023,20:38:19,E wallet,615.14,61.12,967.0,7.3
751-000587,A,Yangon,Member,Male,Book and media,62.94,3,0.0645,201.0,01/03/2023,07:41:36,E wallet,100.22,50.14,100.78,6.8
751-000588,B,Yangon,Member,Male,Sports and outdoors,244.46,8,0.0541,2061.48,03/03/2023,08:24:24,Credit card,1045.17,49.3,1016.31,4.8
751-000589,A,Mandalay,Member,Female,Electronic accessories,296.93,2,0.0649,632.4,04/03/2023,00:01:18,E wallet,202.49,67.98,429.91,7.9
751-000590,C,Mandalay,Normal,Female,Home and lifestyle,275.27,2,0.0836,596.57,08/03/2023,13:19:41,Cash,313.5,47.45,283.07,4.4
751-000591,C,Yangon,Normal,Male,Clothing and accessories,52.16,5,0.0664,278.12,11/03/2023,08:41:28,E wallet,113.25,59.28,164.87,6.3
751-000592,A,Yangon,Normal,Female,Book and media,37.94,6,0.0639,242.19,11/03/2023,05:16:24,Cash,125.33,48.25,116.86,8.3
751-000593,C,Yangon,Normal,Female,Health and beauty,61.69,2,0.0592,130.68,11/03/2023,05:03:29,E wallet,58.53,55.21,72.15,4.1
751-000594,B,Mandalay,Normal,Male,Clothing and accessories,296.94,5,0.0749,1595.9,11/03/2023,19:02:22,Cash,581.07,63.59,1014.83,7.4
751-000595,A,Yangon,Normal,Male,Sports and outdoors,276.73,7,0.0638,2060.7,12/03/2023,18:17:25,Cash,691.36,66.45,1369.34,6.0
751-000596,C,Yangon,Member,Female,Clothing and accessories,124.53,8,0.0866,1082.51,13/03/2023,03:07:16,E wallet,377.15,65.16,705.36,4.1
751-000597,A,Yangon,Member,Male,Clothing and accessories,322.51,7,0.0538,2379.03,13/03/2023,04:44:56,E wallet,1011.8,57.47,1367.23,5.1
751-000598,B,Naypyidaw,Normal,Male,Home and lifestyle,411.83,8,0.0832,3568.75,14/03/2023,00:26:44,E wallet,1875.02,47.46,1693.73,9.6
751-000599,B,Yangon,Normal,Female,Clothing and accessories,30.37,9,0.0619,290.25,14/03/2023,03:21:25,Cash,116.56,59.84,173.69,7.1
751-000600,C,Naypyidaw,Member,Male,Clothing and accessories,254.08,5,0.0745,1365.04,15/03/2023,13:34:36,Credit card,528.27,61.3,836.77,10.0
751-000601,B,Naypyidaw,Member,Male,Book and media,347.76,5,0.0643,1850.6,17/03/2023,06:32:30,Credit card,1104.44,40.32,746.16,7.1
751-000602,A,Yangon,Member,Male,Home and lifestyle,133.63,4,0.0861,580.54,17/03/2023,22:11:10,E wallet,271.81,53.18,308.73,7.3
751-000603,B,Naypyidaw,Normal,Male,Health and beauty,160.81,9,0.0973,1588.11,18/03/2023,07:31:56,Credit card,551.07,65.3,1037.04,6.4
751-000604,A,Yangon,Normal,Male,Sports and outdoors,310.68,5,0.0959,1702.37,18/03/2023,05:21:33,Credit card,771.34,54.69,931.03,5.9
751-000605,A,Mandalay,Normal,Female,Home and lifestyle,449.99,2,0.0792,971.26,19/03/2023,18:51:19,E wallet,492.04,49.34,479.22,5.5
751-000606,B,Mandalay,Member,Female,Home and lifestyle,406.86,8,0.0731,3492.81,20/03/2023,13:32:09,Cash,1182.32,66.15,2310.49,6.1
751-000607,C,Mandalay,Member,Male,Food and beverages,295.73,7,0.0909,2258.28,21/03/2023,15:03:26,E wallet,1249.28,44.68,1009.0,6.8
751-000608,B,Mandalay,Normal,Female,Home and lifestyle,367.81,8,0.0842,3190.24,21/03/2023,10:15:58,Credit card,1716.67,46.19,1473.57,5.2
751-000609,A,Naypyidaw,Normal,Male,Food and beverages,188.76,3,0.0592,599.8,22/03/2023,19:32:47,Cash,236.2,60.62,363.6,5.3
751-000610,A,Yangon,Member,Male,Sports and outdoors,324.07,4,0.091,1414.24,22/03/2023,18:20:21,Credit card,699.06,50.57,715.18,5.6
751-000611,B,Yangon,Member,Male,Clothing and accessories,238.43,5,0.0714,1277.27,23/03/2023,08:08:08,Cash,493.15,61.39,784.12,6.7
751-000612,C,Yangon,Member,Male,Book and media,103.07,6,0.0594,655.15,23/03/2023,16:43:56,Credit card,362.1,44.73,293.05,7.9
751-000613,C,Mandalay,Member,Male,Book and media,353.85,1,0.0641,376.53,25/03/2023,12:07:15,E wallet,197.41,47.57,179.12,9.1
751-000614,A,Mandalay,Normal,Female,Sports and outdoors,282.67,4,0.0634,1202.37,26/03/2023,17:58:32,Credit card,664.91,44.7,537.46,5.7
751-000615,A,Yangon,Member,Female,Sports and outdoors,185.72,5,0.076,999.17,26/03/2023,00:11:05,Credit card,313.84,68.59,685.33,5.1
751-000616,C,Mandalay,Member,Male,Electronic accessories,456.56,7,0.0617,3393.11,27/03/2023,08:54:04,Cash,1623.26,52.16,1769.85,6.3
751-000617,B,Yangon,Member,Female,Clothing and accessories,20.26,5,0.0562,106.99,29/03/2023,15:17:48,Credit card,53.37,50.12,53.62,9.4
751-000618,A,Yangon,Normal,Male,Sports and outdoors,164.73,1,0.0562,173.99,29/03/2023,17:00:18,E wallet,103.65,40.43,70.34,4.1
751-000619,A,Yangon,Normal,Female,Home and lifestyle,37.87,7,0.0792,286.09,29/03/2023,21:07:02,E wallet,158.49,44.6,127.6,8.1
751-000620,C,Yangon,Member,Male,Book and media,385.6,8,0.0867,3352.25,31/03/2023,04:54:39,E wallet,1587.96,52.63,1764.29,6.9
751-000621,B,Yangon,Member,Female,Health and beauty,354.03,7,0.0661,2642.02,31/03/2023,18:17:49,Cash,1530.79,42.06,1111.23,5.0
751-000622,C,Yangon,Member,Male,Book and media,172.36,4,0.0517,725.08,01/04/2023,20:30:32,Cash,323.97,55.32,401.11,5.9
751-000623,B,Yangon,Normal,Male,Food and beverages,341.07,8,0.0564,2882.45,01/04/2023,14:17:56,Credit card,1336.02,53.65,1546.43,5.3
751-000624,B,Mandalay,Normal,Female,Book and media,204.01,5,0.0957,1117.67,01/04/2023,06:15:15,Credit card,413.31,63.02,704.36,9.3
751-000625,B,Yangon,Normal,Female,Electronic accessories,380.56,9,0.0747,3680.89,02/04/2023,14:37:40,Credit card,1480.09,59.79,2200.8,6.9
751-000626,A,Yangon,Member,Male,Clothing and accessories,232.55,5,0.0727,1247.28,02/04/2023,06:13:42,Cash,581.48,53.38,665.8,7.4
751-000627,C,Mandalay,Normal,Female,Sports and outdoors,212.02,1,0.0519,223.02,03/04/2023,20:47:24,Cash,118.78,46.74,104.24,7.6
751-000628,C,Mandalay,Member,Male,Clothing and accessories,468.02,9,0.0864,4576.11,04/04/2023,05:21:58,Credit card,1747.62,61.81,2828.49,7.8
751-000629,B,Mandalay,Member,Female,Sports and outdoors,132.93,5,0.0764,715.43,05/04/2023,15:51:28,Cash,277.3,61.24,438.13,7.0
751-000630,A,Yangon,Member,Female,Book and media,69.02,6,0.0601,439.01,05/04/2023,15:11:16,Cash,243.21,44.6,195.8,4.1
751-000631,A,Naypyidaw,Normal,Male,Health and beauty,296.43,4,0.0555,1251.53,06/04/2023,04:26:24,E wallet,407.5,67.44,844.03,6.0
751-000632,C,Naypyidaw,Member,Female,Health and beauty,484.97,6,0.0692,3111.18,06/04/2023,12:07:55,E wallet,1806.66,41.93,1304.52,5.1
751-000633,A,Mandalay,Normal,Female,Electronic accessories,195.14,8,0.0919,1704.59,06/04/2023,04:11:40,Credit card,994.63,41.65,709.96,8.1
751-000634,A,Naypyidaw,Normal,Male,Food and beverages,40.4,3,0.0933,132.51,07/04/2023,02:34:32,Credit card,72.06,45.62,60.45,4.3
751-000635,B,Mandalay,Member,Female,Book and media,176.26,5,0.0801,951.89,07/04/2023,21:49:55,E wallet,311.46,67.28,640.43,7.4
751-000636,A,Yangon,Member,Male,Sports and outdoors,257.91,2,0.0864,560.39,09/04/2023,11:08:40,Cash,248.81,55.6,311.58,5.3
751-000637,B,Naypyidaw,Normal,Male,Book and media,89.34,2,0.0558,188.65,11/04/2023,17:49:28,Credit card,68.59,63.64,120.06,9.7
751-000638,C,Yangon,Member,Male,Electronic accessories,332.47,7,0.0794,2512.08,12/04/2023,06:26:35,Credit card,1335.42,46.84,1176.66,6.0
751-000639,A,Naypyidaw,Normal,Male,Home and lifestyle,498.9,6,0.0833,3242.75,13/04/2023,12:16:55,Credit card,1468.64,54.71,1774.11,6.0
751-000640,C,Yangon,Member,Male,Home and lifestyle,231.35,4,0.06,980.92,14/04/2023,01:45:02,Cash,483.1,50.75,497.82,9.5
751-000641,C,Naypyidaw,Normal,Female,Electronic accessories,183.82,5,0.094,1005.5,15/04/2023,04:13:02,E wallet,353.63,64.83,651.87,6.5
751-000642,A,Yangon,Normal,Male,Sports and outdoors,206.35,1,0.0597,218.67,15/04/2023,22:38:29,,129.72,40.68,88.95,9.8
751-000643,A,Yangon,Normal,Male,Clothing and accessories,66.42,7,0.0657,495.49,16/04/2023,17:44:22,E wallet,261.02,47.32,234.47,4.1
751-000644,C,Naypyidaw,Normal,Female,Electronic accessories,442.8,8,0.081,3829.33,16/04/2023,21:09:24,E wallet,2122.21,44.58,1707.12,5.8
751-000645,A,Yangon,Member,Female,Sports and outdoors,213.26,9,0.0819,2076.53,17/04/2023,12:15:40,Cash,710.59,65.78,1365.94,8.0
751-000646,B,Yangon,Member,Female,Health and beauty,199.76,8,0.085,1733.92,17/04/2023,01:54:36,Cash,797.08,54.03,936.84,9.3
751-000647,B,Yangon,Normal,Male,Electronic accessories,333.25,5,0.0556,1758.89,18/04/2023,21:16:22,Cash,841.98,52.13,916.91,5.5
751-000648,A,Naypyidaw,Normal,Male,Sports and outdoors,226.6,3,0.0925,742.68,18/04/2023,21:35:48,Cash,345.49,53.48,397.19,9.6
751-000649,C,Naypyidaw,Member,Male,Electronic accessories,327.63,9,0.0766,3174.54,18/04/2023,08:51:01,Cash,979.03,69.16,2195.51,7.6
751-000650,A,Yangon,Member,Female,Electronic accessories,40.11,6,0.0736,258.37,19/04/2023,17:52:58,Cash,89.11,65.51,169.26,8.8
751-000651,A,Yangon,Member,Male,Clothing and accessories,408.72,5,0.0991,2246.12,19/04/2023,21:42:12,Credit card,871.72,61.19,1374.4,6.4
751-000652,C,Naypyidaw,Member,Female,Clothing and accessories,470.85,3,0.087,1535.44,19/04/2023,07:58:00,E wallet,787.53,48.71,747.91,5.3
751-000653,C,Naypyidaw,Member,Male,Sports and outdoors,327.9,6,0.0559,2077.38,19/04/2023,16:11:03,Cash,1143.39,44.96,933.99,9.5
751-000654,B,Yangon,Member,Female,Sports and outdoors,477.74,3,0.0878,1559.06,20/04/2023,20:12:30,Credit card,504.51,67.64,1054.55,9.6
751-000655,C,Yangon,Normal,Male,Food and beverages,84.2,6,0.0548,532.88,20/04/2023,08:58:06,E wallet,252.11,52.69,280.77,7.0
751-000656,B,Yangon,Member,Male,Electronic accessories,243.93,4,0.0514,1025.87,21/04/2023,22:23:04,Cash,529.76,48.36,496.11,4.0
751-000657,C,Mandalay,Member,Male,Home and lifestyle,304.89,2,0.0702,652.59,21/04/2023,04:16:29,Cash,299.34,54.13,353.25,4.7
751-000658,A,Naypyidaw,Normal,Female,Electronic accessories,295.05,8,0.0997,2595.73,21/04/2023,08:05:24,Credit card,842.57,67.54,1753.16,7.4
751-000659,B,Mandalay,Member,Female,Electronic accessories,206.72,4,0.0587,875.42,22/04/2023,18:15:20,E wallet,423.62,51.61,451.8,4.1
751-000660,B,Naypyidaw,Member,Male,Sports and outdoors,175.66,9,0.0836,1713.11,22/04/2023,01:09:15,Cash,738.69,56.88,974.42,6.4
751-000661,B,Naypyidaw,Member,Male,Electronic accessories,72.14,7,0.0587,534.62,22/04/2023,04:14:12,E wallet,191.98,64.09,342.64,5.8
751-000662,A,Naypyidaw,Member,Male,Book and media,201.95,2,0.0862,438.72,26/04/2023,12:31:44,Credit card,207.03,52.81,231.69,8.3
751-000663,A,Naypyidaw,Member,Female,Electronic accessories,89.7,4,0.0753,385.82,26/04/2023,14:45:07,Cash,204.45,47.01,181.37,4.3
751-000664,A,Naypyidaw,Normal,Male,Book and media,369.84,5,0.084,2004.53,29/04/2023,10:17:55,E wallet,604.57,69.84,1399.96,6.9
751-000665,A,Naypyidaw,Member,Male,Clothing and accessories,112.33,3,0.0601,357.24,30/04/2023,03:25:09,Credit card,111.82,68.7,245.42,7.5
751-000666,A,Naypyidaw,Normal,Male,Home and lifestyle,38.7,9,0.0873,378.71,30/04/2023,00:28:04,Credit card,131.41,65.3,247.3,7.7
751-000667,B,Mandalay,Normal,Male,Sports and outdoors,280.66,5,0.0998,1543.35,30/04/2023,12:00:22,Cash,607.31,60.65,936.04,6.4
751-000668,A,Yangon,Member,Female,Electronic accessories,301.66,2,0.0833,653.58,03/05/2023,07:02:02,E wallet,334.31,48.85,319.27,5.8
751-000669,B,Yangon,Normal,Female,Book and media,437.24,3,0.0747,1409.71,03/05/2023,06:35:34,Cash,459.57,67.4,950.14,8.1
751-000670,A,Mandalay,Member,Male,Book and media,292.72,9,0.0962,2887.92,04/05/2023,14:39:02,Cash,1493.92,48.27,1394.0,9.1
751-000671,C,Mandalay,Normal,Male,Clothing and accessories,179.29,7,0.0508,1318.79,05/05/2023,06:17:10,E wallet,474.5,64.02,844.29,8.2
751-000672,B,Mandalay,Normal,Female,Book and media,403.48,2,0.0865,876.76,05/05/2023,10:48:37,E wallet,284.51,67.55,592.25,9.6
751-000673,C,Mandalay,Member,Female,Health and beauty,274.74,9,0.0944,2706.08,07/05/2023,07:00:28,E wallet,1134.12,58.09,1571.96,8.3
751-000674,B,Naypyidaw,Member,Male,Food and beverages,48.85,4,0.0531,205.78,07/05/2023,09:27:56,Credit card,73.9,64.09,131.88,8.6
751-000675,C,Yangon,Member,Female,Home and lifestyle,287.27,9,0.0725,2772.87,08/05/2023,18:02:35,Credit card,1005.17,63.75,1767.7,5.0
751-000676,A,Naypyidaw,Member,Female,Clothing and accessories,454.93,2,0.0602,964.63,08/05/2023,10:14:32,E wallet,522.93,45.79,441.7,6.5
751-000677,A,Yangon,Member,Male,Clothing and accessories,204.19,4,0.0783,880.71,11/05/2023,08:42:50,Credit card,351.93,60.04,528.78,6.9
751-000678,A,Yangon,Normal,Female,Electronic accessories,155.2,5,0.0825,840.02,12/05/2023,12:25:15,Cash,480.49,42.8,359.53,5.5
751-000679,B,Mandalay,Normal,Female,Health and beauty,80.3,2,0.0651,171.06,12/05/2023,03:32:19,E wallet,76.57,55.24,94.49,7.2
751-000680,C,Naypyidaw,Normal,Male,Electronic accessories,84.21,1,0.073,90.36,12/05/2023,12:32:04,Cash,49.82,44.87,40.54,5.7
751-000681,A,Mandalay,Normal,Male,Electronic accessories,222.06,7,0.064,1653.9,14/05/2023,04:13:26,E wallet,785.77,52.49,868.13,8.1
751-000682,C,Naypyidaw,Normal,Female,Sports and outdoors,301.88,1,0.0685,322.56,14/05/2023,22:13:39,Cash,112.93,64.99,209.63,6.8
751-000683,C,Yangon,Normal,Male,Sports and outdoors,49.5,8,0.058,418.97,15/05/2023,03:38:51,E wallet,127.28,69.62,291.69,6.8
751-000684,A,Mandalay,Normal,Female,Sports and outdoors,470.39,3,0.0943,1544.24,16/05/2023,18:46:53,Cash,779.22,49.54,765.02,9.9
751-000685,A,Mandalay,Member,Male,Health and beauty,380.02,6,0.0505,2395.27,17/05/2023,03:29:18,E wallet,1054.88,55.96,1340.39,6.4
751-000686,C,Yangon,Member,Female,Electronic accessories,297.45,7,0.0941,2278.08,18/05/2023,08:52:12,E wallet,1017.39,55.34,1260.69,6.2
751-000687,A,Yangon,Normal,Male,Food and beverages,415.93,1,0.0786,448.62,18/05/2023,13:54:45,Credit card,140.73,68.63,307.89,5.9
751-000688,A,Yangon,Normal,Female,Home and lifestyle,49.29,6,0.0666,315.44,18/05/2023,21:09:47,Cash,143.97,54.36,171.47,9.4
751-000689,A,Mandalay,Member,Female,Sports and outdoors,243.65,7,0.0862,1852.57,19/05/2023,04:22:26,Credit card,723.06,60.97,1129.51,7.0
751-000690,B,Naypyidaw,Member,Female,Sports and outdoors,318.75,6,0.0754,2056.7,19/05/2023,05:25:01,Cash,665.34,67.65,1391.36,7.6
751-000691,C,Mandalay,Member,Male,Clothing and accessories,416.04,4,0.075,1788.97,20/05/2023,12:12:50,Credit card,873.02,51.2,915.95,5.1
751-000692,C,Naypyidaw,Member,Male,Electronic accessories,393.9,1,0.0555,415.76,20/05/2023,17:18:00,E wallet,136.95,67.06,278.81,7.2
751-000693,B,Mandalay,Normal,Female,Electronic accessories,145.76,9,0.0695,1403.01,21/05/2023,07:31:21,Credit card,455.7,67.52,947.31,5.6
751-000694,C,Mandalay,Member,Female,Health and beauty,471.03,4,0.0621,2001.12,21/05/2023,15:28:01,Credit card,641.96,67.92,1359.16,8.4
751-000695,A,Yangon,Normal,Male,Health and beauty,70.93,7,0.0508,521.73,21/05/2023,07:37:47,E wallet,270.73,48.11,251.0,9.0
751-000696,C,Naypyidaw,Normal,Male,Sports and outdoors,438.82,7,0.068,3280.62,21/05/2023,22:10:16,Credit card,1574.37,52.01,1706.25,8.3
751-000697,A,Mandalay,Normal,Male,Electronic accessories,485.76,2,0.0545,1024.47,23/05/2023,22:50:42,E wallet,347.19,66.11,677.28,8.4
751-000698,B,,Member,Male,Food and beverages,96.81,1,0.0628,102.89,23/05/2023,07:21:03,Cash,50.65,50.77,52.24,7.1
751-000699,A,Yangon,Member,Male,Home and lifestyle,363.81,8,0.0546,3069.39,23/05/2023,10:07:08,Credit card,1288.84,58.01,1780.55,8.3
751-000700,C,Yangon,Normal,Male,Electronic accessories,29.74,8,0.055,251.01,24/05/2023,01:15:30,E wallet,141.72,43.54,109.29,6.5
751-000701,C,Naypyidaw,Normal,Female,Clothing and accessories,208.66,7,0.06,1548.26,25/05/2023,05:52:20,E wallet,902.79,41.69,645.47,7.9
751-000702,C,Mandalay,Normal,Male,Electronic accessories,262.98,8,0.1,2314.22,25/05/2023,18:27:07,Credit card,1102.49,52.36,1211.73,5.6
751-000703,B,Naypyidaw,Member,Female,Book and media,294.52,3,0.0501,927.83,26/05/2023,13:23:47,Cash,395.53,57.37,532.3,4.4
751-000704,B,Mandalay,Normal,Male,Health and beauty,468.61,2,0.0819,1013.98,26/05/2023,11:36:55,Credit card,488.94,51.78,525.04,6.5
751-000705,C,Naypyidaw,Member,Male,Clothing and accessories,339.4,35,0.0571,25114.6,26/05/2023,18:31:49,E wallet,1071.64,57.33,1439.82,6.8
751-000706,A,Yangon,Normal,Female,Home and lifestyle,245.83,8,0.096,2155.44,26/05/2023,08:01:24,Cash,960.25,55.45,1195.19,5.5
751-000707,B,Mandalay,Normal,Female,Sports and outdoors,406.74,1,0.0547,428.99,26/05/2023,19:43:01,Credit card,169.15,60.57,259.84,8.4
751-000708,C,Naypyidaw,Normal,Male,Clothing and accessories,475.76,9,0.0978,4700.6,26/05/2023,09:00:35,E wallet,1904.21,59.49,2796.39,4.4
751-000709,C,Yangon,Member,Female,Electronic accessories,20.81,4,0.0805,89.94,27/05/2023,11:08:35,Credit card,42.51,52.73,47.43,5.3
751-000710,B,Yangon,Member,Female,Sports and outdoors,491.44,4,0.0501,2064.24,27/05/2023,08:27:37,Cash,975.35,52.75,1088.89,8.5
751-000711,B,Naypyidaw,Normal,Female,Electronic accessories,52.2,3,0.0947,171.43,28/05/2023,00:41:45,Cash,95.62,44.22,75.81,6.6
751-000712,B,Mandalay,Member,Female,Sports and outdoors,409.05,6,0.0761,2641.07,28/05/2023,21:24:17,Cash,1177.92,55.4,1463.15,8.2
751-000713,A,Mandalay,Normal,Male,Home and lifestyle,147.36,1,0.0631,156.66,28/05/2023,05:17:51,Cash,66.39,57.62,90.27,7.4
751-000714,A,Yangon,Member,Female,Health and beauty,74.77,6,0.0884,488.28,31/05/2023,15:14:47,Cash,223.19,54.29,265.09,9.7
751-000715,C,Mandalay,Member,Male,Home and lifestyle,225.53,2,0.0963,494.5,31/05/2023,07:12:54,Credit card,248.39,49.77,246.11,7.6
751-000716,B,Mandalay,Member,Male,Book and media,325.54,9,0.0742,3147.26,31/05/2023,10:56:06,Cash,1206.97,61.65,1940.29,4.1
751-000717,A,Mandalay,Normal,Male,Food and beverages,196.67,2,0.0658,419.22,01/06/2023,16:49:31,Cash,242.14,42.24,177.08,6.1
751-000718,B,Yangon,Member,Male,Health and beauty,36.74,7,0.0894,280.17,02/06/2023,21:54:50,E wallet,91.25,67.43,188.92,4.9
751-000719,C,Naypyidaw,Member,Female,Home and lifestyle,303.74,1,0.0841,329.28,02/06/2023,12:46:22,Cash,195.53,40.62,133.75,9.5
751-000720,A,Mandalay,Normal,Female,Book and media,452.18,7,0.0944,3464.06,02/06/2023,21:28:21,E wallet,1078.36,68.87,2385.7,4.6
751-000721,A,Yangon,Normal,Male,Food and beverages,197.78,5,0.0846,1072.56,03/06/2023,00:28:47,E wallet,494.77,53.87,577.79,6.3
751-000722,A,Yangon,Normal,Male,Book and media,116.0,8,0.0622,985.72,04/06/2023,04:57:34,E wallet,469.4,52.38,516.32,5.4
